Case_ID,Date,Agent_ID,Department,Resolution_Type,AHT_Min,Resolved,AI_Conversion,Attendance_Rate,Revenue
19304,2025-01-01,A1016,Acrobat,Remote Support,20.35,0,1,97.93967486957352,45.49
19305,2025-01-23,A1019,Acrobat,In Progress,25.68,0,1,98.46295969087674,41.25
19306,2025-01-12,A1013,Premiere Pro,In Progress,23.38,0,0,98.78717379191093,44.3
19307,2025-01-18,A1010,Premiere Pro,In Progress,22.61,1,0,92.51124274320013,44.6
19308,2025-01-17,A1009,Acrobat,Remote Support,26.63,1,0,93.24479276410736,32.33
19309,2025-01-24,A1014,InDesign,Shared Self-Help Article,28.55,0,1,98.72079155178086,18.25
19310,2025-01-17,A1023,Premiere Pro,Shared Self-Help Article,15.16,0,0,92.28718872782346,18.56
19311,2025-01-24,A1026,InDesign,Shared Self-Help Article,16.17,0,1,97.23919929497112,37.51
19312,2025-01-24,A1029,Illustrator,In Progress,17.52,0,0,93.00912672484735,10.35
19313,2025-01-06,A1026,InDesign,Remote Support,13.91,1,1,97.22516074967507,40.73
19314,2025-01-19,A1005,Photoshop,In Progress,21.11,1,1,98.79976148213166,41.17
19315,2025-01-08,A1025,Premiere Pro,In Progress,24.42,0,1,95.25366533678834,15.37
19316,2025-01-23,A1029,InDesign,Shared Self-Help Article,21.31,1,0,99.04562014174925,32.41
19317,2025-01-12,A1009,Photoshop,Shared Self-Help Article,18.75,0,1,95.40552575651766,17.9
19318,2025-01-07,A1029,Acrobat,In Progress,27.05,1,1,94.92489247870452,26.69
19319,2025-01-26,A1004,Illustrator,Shared Self-Help Article,22.12,1,0,90.67720166901098,42.88
19320,2025-01-06,A1023,InDesign,In Progress,23.13,0,0,93.07591184625646,40.53
19321,2025-01-05,A1012,InDesign,Remote Support,27.19,0,0,97.04218024584952,33.21
19322,2025-01-25,A1005,Premiere Pro,In Progress,20.8,1,1,92.76914963084806,12.39
19323,2025-01-19,A1013,Illustrator,In Progress,31.72,1,0,97.69073442769559,36.69
19324,2025-01-12,A1014,Premiere Pro,Remote Support,19.18,0,1,91.02074223754704,45.24
19325,2025-01-08,A1008,Acrobat,Shared Self-Help Article,31.41,0,1,96.30767563213816,41.67
19326,2025-01-23,A1027,Illustrator,Remote Support,16.55,0,1,91.0041955079958,36.92
19327,2025-01-06,A1016,Illustrator,Remote Support,24.01,1,1,96.84463004177188,42.76
19328,2025-01-21,A1021,InDesign,Shared Self-Help Article,18.21,1,0,97.03630069377775,23.84
19329,2025-01-03,A1020,InDesign,In Progress,27.02,1,1,94.86207205835039,40.15
19330,2025-01-12,A1021,InDesign,Shared Self-Help Article,19.03,1,0,93.1509219877404,41.95
19331,2025-01-22,A1018,Illustrator,In Progress,22.87,0,0,93.51648030709836,35.65
19332,2025-01-09,A1004,Photoshop,Shared Self-Help Article,18.17,1,0,96.4731579354555,39.1
19333,2025-01-28,A1001,Illustrator,Shared Self-Help Article,26.11,1,0,96.45167405577722,21.18
19334,2025-01-08,A1013,InDesign,Shared Self-Help Article,18.14,1,1,98.89902083535648,44.24
19335,2025-01-02,A1007,Premiere Pro,In Progress,29.84,1,0,93.99182356159791,17.47
19336,2025-01-06,A1002,Premiere Pro,Remote Support,16.44,1,1,90.55556992584648,34.5
19337,2025-01-02,A1002,InDesign,Remote Support,14.69,0,0,95.60752048901969,16.48
19338,2025-01-26,A1009,Photoshop,In Progress,26.18,1,1,92.26831382576988,24.96
19339,2025-01-21,A1022,Illustrator,Remote Support,18.46,1,1,93.00843951977419,36.43
19340,2025-01-30,A1001,InDesign,Remote Support,21.38,1,1,91.96522653773843,38.77
19341,2025-01-19,A1008,Premiere Pro,Remote Support,19.81,0,0,97.93079713796438,34.85
19342,2025-01-16,A1025,InDesign,Shared Self-Help Article,14.86,0,1,93.5733027742927,14.97
19343,2025-01-28,A1023,Premiere Pro,Shared Self-Help Article,21.04,0,1,94.19960351684142,32.79
19344,2025-01-17,A1005,Acrobat,Shared Self-Help Article,27.74,0,1,92.75214268516413,36.36
19345,2025-01-09,A1021,Acrobat,Shared Self-Help Article,26.44,1,1,91.93906095479437,47.67
19346,2025-01-23,A1020,Premiere Pro,Remote Support,22.58,0,1,98.4537312968646,35.63
19347,2025-01-01,A1011,InDesign,Remote Support,26.98,1,0,94.63179334106141,33.44
19348,2025-01-28,A1015,Acrobat,Remote Support,16.12,1,0,90.87804080706348,48.8
19349,2025-01-28,A1000,InDesign,In Progress,19.79,0,1,97.85072945255466,25.03
19350,2025-01-26,A1024,Photoshop,In Progress,23.4,1,0,96.62447837680405,29.43
19351,2025-01-06,A1007,Photoshop,In Progress,20.77,1,1,90.9388866865335,29.45
19352,2025-01-28,A1011,Acrobat,In Progress,20.19,1,0,99.87491961925562,31.98
19353,2025-01-09,A1004,Photoshop,In Progress,15.42,0,0,99.38696341856574,38.97
19354,2025-01-27,A1010,InDesign,Remote Support,11.01,0,0,94.25150519833464,21.64
19355,2025-01-27,A1009,Acrobat,Remote Support,25.51,1,0,90.89483081691547,41.68
19356,2025-01-12,A1027,Photoshop,In Progress,22.64,0,1,93.59508952608499,34.32
19357,2025-01-07,A1028,InDesign,In Progress,25.93,1,0,96.54952587564097,42.22
19358,2025-01-24,A1017,Photoshop,Remote Support,19.23,1,0,95.70754000293739,42.99
19359,2025-01-15,A1005,Premiere Pro,Remote Support,17.86,0,1,91.81324941052772,41.37
19360,2025-01-09,A1005,Premiere Pro,Remote Support,21.45,0,0,95.94901815639481,45.77
19361,2025-01-03,A1025,Acrobat,Shared Self-Help Article,25.69,1,0,98.70635614212014,45.67
19362,2025-01-15,A1020,Photoshop,Remote Support,20.26,0,1,98.2295087789708,22.63
19363,2025-01-14,A1003,Illustrator,Shared Self-Help Article,25.43,1,1,99.88497224545806,15.19
19364,2025-01-21,A1014,Premiere Pro,In Progress,16.39,1,0,91.49813287840757,15.76
19365,2025-01-17,A1009,Photoshop,Shared Self-Help Article,20.61,0,1,90.54043391970916,28.36
19366,2025-01-01,A1029,Premiere Pro,Shared Self-Help Article,21.07,1,0,97.50374495801387,13.37
19367,2025-01-05,A1011,Acrobat,In Progress,27.55,1,0,92.96278550369857,11.56
19368,2025-01-26,A1012,Photoshop,Shared Self-Help Article,22.46,0,0,92.38641574149663,42.5
19369,2025-01-15,A1002,Premiere Pro,Remote Support,30.15,0,1,90.39968801068609,14.8
19370,2025-01-31,A1015,Photoshop,In Progress,14.68,0,0,94.18097835525042,10.68
19371,2025-01-05,A1019,Premiere Pro,In Progress,22.07,1,0,96.98381141051304,35.69
19372,2025-01-22,A1021,Illustrator,In Progress,22.32,0,1,91.40112596538513,38.65
19373,2025-01-02,A1018,Acrobat,Shared Self-Help Article,24.52,0,0,97.45009750997434,24.09
19374,2025-01-04,A1021,InDesign,Remote Support,17.35,0,1,98.6260947179032,11.48
19375,2025-01-23,A1004,Premiere Pro,Remote Support,29.84,0,0,98.34608744343507,36.14
19376,2025-01-24,A1003,Acrobat,In Progress,21.48,1,1,97.46683360832645,12.61
19377,2025-01-22,A1010,Acrobat,Remote Support,15.98,1,1,96.03531840104708,13.34
19378,2025-01-10,A1026,Acrobat,Shared Self-Help Article,21.34,1,1,91.76490943242759,37.56
19379,2025-01-06,A1023,Illustrator,Shared Self-Help Article,19.85,0,0,98.2522838931986,34.51
19380,2025-01-20,A1024,Acrobat,In Progress,35.34,0,1,92.1663459478041,13.25
19381,2025-01-11,A1013,Acrobat,In Progress,26.67,0,0,90.93279052989703,24.99
19382,2025-01-30,A1023,Acrobat,Remote Support,21.67,1,1,90.19798420305779,49.18
19383,2025-01-04,A1014,Photoshop,In Progress,20.86,0,0,99.10731102861217,26.95
19384,2025-01-14,A1020,Photoshop,Shared Self-Help Article,26.18,0,0,95.53238872976495,11.69
19385,2025-01-01,A1017,Illustrator,Remote Support,26.41,1,1,95.2281997158841,45.8
19386,2025-01-10,A1026,InDesign,Remote Support,6.86,0,0,98.83511291394291,16.93
19387,2025-01-18,A1029,InDesign,Shared Self-Help Article,24.63,0,1,97.19809249784483,26.11
19388,2025-01-01,A1018,Acrobat,In Progress,21.56,1,1,99.2153027106932,42.7
19389,2025-01-14,A1014,Acrobat,Shared Self-Help Article,14.86,0,1,96.44737995077476,35.23
19390,2025-01-04,A1014,InDesign,Shared Self-Help Article,25.82,0,0,96.64918245482929,20.26
19391,2025-01-18,A1011,Acrobat,In Progress,32.65,0,0,92.15965456045603,10.34
19392,2025-01-12,A1007,Illustrator,Shared Self-Help Article,24.2,0,0,90.61497395283202,11.95
19393,2025-01-09,A1010,Acrobat,Remote Support,26.92,1,0,90.84561390066706,22.08
19394,2025-01-26,A1010,InDesign,In Progress,30.44,1,0,99.24041712332496,24.89
19395,2025-01-03,A1007,Illustrator,In Progress,17.27,0,0,92.95102372204275,27.39
19396,2025-01-10,A1023,InDesign,Remote Support,12.13,1,1,93.98591653306055,25.39
19397,2025-01-11,A1005,InDesign,Remote Support,24.7,1,1,98.20426248857717,33.1
19398,2025-01-16,A1018,Acrobat,Shared Self-Help Article,20.18,1,0,91.22193388550959,35.56
19399,2025-01-28,A1022,Illustrator,In Progress,14.55,0,1,90.79642136719471,14.07
19400,2025-01-23,A1008,Acrobat,Remote Support,21.03,1,1,96.35691133351277,42.9
19401,2025-01-13,A1004,Premiere Pro,In Progress,25.06,0,1,92.88252229431959,19.45
19402,2025-01-19,A1019,Photoshop,In Progress,20.68,0,1,90.95033044534735,12.84
19403,2025-01-03,A1006,InDesign,In Progress,17.49,0,0,94.71835572501753,22.09
19404,2025-01-31,A1009,Acrobat,Remote Support,20.3,1,0,98.70272924212493,17.95
19405,2025-01-30,A1027,Photoshop,Shared Self-Help Article,21.32,1,1,99.35500036291445,41.33
19406,2025-01-24,A1007,Premiere Pro,In Progress,11.77,1,1,93.77045805929416,17.81
19407,2025-01-27,A1026,InDesign,Shared Self-Help Article,20.71,1,1,94.84328914030246,48.85
19408,2025-01-12,A1004,InDesign,Shared Self-Help Article,14.7,0,0,98.8502290642592,28.86
19409,2025-01-28,A1022,Acrobat,Shared Self-Help Article,24.72,0,1,95.33057259861326,43.29
19410,2025-01-15,A1005,Photoshop,In Progress,13.61,0,0,96.20375005521586,17.2
19411,2025-01-14,A1008,Illustrator,Remote Support,26.48,0,1,96.50340669308369,34.01
19412,2025-01-23,A1026,Photoshop,In Progress,19.37,0,0,93.58837170224562,42.77
19413,2025-01-27,A1018,Illustrator,Shared Self-Help Article,18.71,1,1,97.12990372957387,29.73
19414,2025-01-07,A1023,Photoshop,In Progress,22.89,1,0,91.66459632514747,42.52
19415,2025-01-27,A1012,Acrobat,Remote Support,17.09,1,1,92.93051677857818,24.55
19416,2025-01-09,A1001,Acrobat,In Progress,22.81,1,0,91.21592440681384,48.13
19417,2025-01-06,A1011,Premiere Pro,In Progress,17.76,0,0,92.81490665123074,15.89
19418,2025-01-28,A1009,InDesign,In Progress,18.64,1,0,91.9679308109484,37.28
19419,2025-01-18,A1019,InDesign,Remote Support,23.45,0,0,95.58674209778776,37.06
19420,2025-01-09,A1019,Photoshop,Shared Self-Help Article,15.73,0,1,90.41357302416756,34.48
19421,2025-01-07,A1022,Premiere Pro,Shared Self-Help Article,15.1,1,1,96.81987858230524,11.26
19422,2025-01-14,A1020,Acrobat,Remote Support,22.66,0,0,92.45370927029688,24.25
19423,2025-01-17,A1028,Premiere Pro,Remote Support,21.29,1,1,91.01055178153084,20.67
19424,2025-01-18,A1025,Photoshop,Shared Self-Help Article,22.26,1,0,94.85697458622845,11.86
19425,2025-01-16,A1010,Photoshop,In Progress,23.06,1,0,92.90566156075005,40.61
19426,2025-01-02,A1012,Illustrator,Remote Support,21.71,1,0,91.60425509650602,22.95
19427,2025-01-09,A1021,Photoshop,Shared Self-Help Article,24.46,1,0,96.76744738456246,46.93
19428,2025-01-08,A1016,InDesign,Shared Self-Help Article,21.91,0,1,93.0077434935265,26.69
19429,2025-01-03,A1011,Illustrator,Shared Self-Help Article,11.38,0,1,93.488828977003,36.15
19430,2025-01-11,A1013,Photoshop,Shared Self-Help Article,12.68,0,0,90.07543419725968,14.78
19431,2025-01-07,A1017,Illustrator,Remote Support,31.06,0,0,97.47776461219158,30.47
19432,2025-01-22,A1014,Illustrator,Shared Self-Help Article,21.42,0,1,99.03685245258355,20.49
19433,2025-01-23,A1008,Premiere Pro,Shared Self-Help Article,26.17,0,0,99.20883691299719,36.0
19434,2025-01-22,A1000,Acrobat,Remote Support,19.69,1,0,99.93965871134276,43.87
19435,2025-01-26,A1025,Premiere Pro,In Progress,21.13,0,1,94.09794619150225,15.26
19436,2025-01-30,A1020,InDesign,Shared Self-Help Article,19.15,0,1,91.54315692026131,32.41
19437,2025-01-22,A1007,Acrobat,Remote Support,33.75,1,0,93.57315059370093,20.44
19438,2025-01-15,A1005,Photoshop,Remote Support,22.69,0,1,95.63393747298868,10.11
19439,2025-01-20,A1018,InDesign,In Progress,18.75,1,1,94.60810584694153,41.54
19440,2025-01-17,A1010,Premiere Pro,In Progress,13.16,1,1,97.87470847004046,47.42
19441,2025-01-16,A1021,InDesign,Shared Self-Help Article,31.29,0,1,96.00187319933468,35.97
19442,2025-01-10,A1019,Premiere Pro,Shared Self-Help Article,20.6,1,0,92.85438712483695,47.81
19443,2025-01-24,A1016,Acrobat,Shared Self-Help Article,25.14,1,0,95.13608363616707,11.63
19444,2025-01-11,A1011,Acrobat,In Progress,25.7,1,1,92.75498163765324,31.55
19445,2025-01-03,A1005,Photoshop,Remote Support,19.11,1,1,95.86806742663211,25.47
19446,2025-01-14,A1003,InDesign,Shared Self-Help Article,24.78,0,0,98.20015681027864,40.85
19447,2025-01-26,A1025,Premiere Pro,Shared Self-Help Article,18.4,0,0,96.88584402757684,31.18
19448,2025-01-26,A1029,Premiere Pro,In Progress,16.47,0,1,97.97865842724782,22.89
19449,2025-01-16,A1022,Acrobat,Shared Self-Help Article,27.24,1,0,97.92320118740982,16.66
19450,2025-01-04,A1002,Illustrator,Shared Self-Help Article,20.63,1,0,94.58321424065015,28.0
19451,2025-01-02,A1000,Illustrator,Remote Support,24.01,1,1,91.7962217027399,40.98
19452,2025-01-18,A1019,Photoshop,Remote Support,23.47,0,1,92.82350618873129,12.44
19453,2025-01-01,A1023,Illustrator,Remote Support,24.61,1,1,96.37364429503491,27.61
19454,2025-01-16,A1016,Photoshop,Remote Support,13.64,0,1,94.65357678250199,22.55
19455,2025-01-28,A1003,Acrobat,Remote Support,18.49,0,0,91.99046350030277,23.15
19456,2025-01-10,A1004,InDesign,In Progress,19.8,1,1,91.49901735671475,15.77
19457,2025-01-29,A1003,Photoshop,Shared Self-Help Article,17.26,1,0,97.44331984651421,39.92
19458,2025-01-15,A1004,Illustrator,In Progress,23.57,0,0,95.6041406241932,20.91
19459,2025-01-23,A1023,InDesign,Shared Self-Help Article,27.35,1,1,93.83148613615057,32.23
19460,2025-01-15,A1018,Premiere Pro,Shared Self-Help Article,28.15,0,1,94.39579425633602,37.87
19461,2025-01-07,A1000,InDesign,In Progress,19.72,0,1,95.63478524809322,38.87
19462,2025-01-29,A1013,Illustrator,Shared Self-Help Article,22.88,0,1,91.27776531182832,41.65
19463,2025-01-21,A1003,Photoshop,Remote Support,23.65,1,1,95.06695182737495,17.64
19464,2025-01-04,A1019,Illustrator,Shared Self-Help Article,24.53,0,1,91.43329157687177,37.9
19465,2025-01-31,A1007,Illustrator,In Progress,17.03,0,1,96.80771221797886,13.39
19466,2025-01-22,A1023,InDesign,Shared Self-Help Article,30.52,1,1,96.87210383084259,46.19
19467,2025-01-01,A1007,Photoshop,In Progress,26.05,1,1,99.77143673511974,31.74
19468,2025-01-12,A1024,Acrobat,Shared Self-Help Article,26.18,0,1,96.02528548402563,16.07
19469,2025-01-18,A1012,Acrobat,Remote Support,27.44,0,1,92.67309532194648,49.89
19470,2025-01-10,A1004,InDesign,Shared Self-Help Article,24.09,1,0,95.76556205634357,38.44
19471,2025-01-04,A1017,Premiere Pro,Shared Self-Help Article,16.28,1,1,96.73813315153318,14.84
19472,2025-01-04,A1018,InDesign,In Progress,20.73,1,0,93.40086732847026,42.12
19473,2025-01-10,A1028,Photoshop,Shared Self-Help Article,13.16,0,1,90.12489501691876,36.73
19474,2025-01-31,A1011,Acrobat,Remote Support,23.5,0,1,98.61598906364293,17.28
19475,2025-01-20,A1015,InDesign,Shared Self-Help Article,20.57,1,1,97.21045334889193,42.13
19476,2025-01-19,A1000,Photoshop,In Progress,21.22,1,0,91.2857642731309,14.56
19477,2025-01-19,A1005,Photoshop,Shared Self-Help Article,27.44,0,0,99.35353119851719,30.21
19478,2025-01-16,A1006,Premiere Pro,In Progress,19.14,0,1,97.26245817599526,19.37
19479,2025-01-13,A1016,Acrobat,Shared Self-Help Article,20.16,1,1,97.00864888534274,11.22
19480,2025-01-07,A1022,InDesign,In Progress,21.53,0,0,93.52079702476784,22.8
19481,2025-01-30,A1003,Photoshop,In Progress,12.22,0,0,95.35742721677879,24.5
19482,2025-01-14,A1025,InDesign,In Progress,20.09,0,1,91.79224280111123,32.61
19483,2025-01-02,A1008,InDesign,Shared Self-Help Article,8.99,0,1,95.66623252531195,42.52
19484,2025-01-29,A1025,InDesign,Remote Support,18.49,0,1,99.99434549462211,45.62
19485,2025-01-01,A1006,InDesign,Shared Self-Help Article,25.7,0,0,92.37402126687455,19.71
19486,2025-01-26,A1019,Illustrator,Shared Self-Help Article,23.66,0,1,97.23240621825337,23.31
19487,2025-01-17,A1000,Acrobat,Remote Support,18.45,1,1,95.56662714227556,38.24
19488,2025-01-08,A1014,Photoshop,In Progress,21.62,0,0,98.62789151676152,10.24
19489,2025-01-17,A1026,InDesign,In Progress,16.05,1,1,99.06253189468038,15.26
19490,2025-01-28,A1022,InDesign,In Progress,21.41,0,1,91.66802424863458,19.1
19491,2025-01-18,A1007,Illustrator,In Progress,36.07,0,0,91.49874752314248,25.65
19492,2025-01-16,A1007,Photoshop,In Progress,30.65,0,1,91.43525831100162,34.15
19493,2025-01-02,A1027,InDesign,In Progress,21.68,1,1,98.39321201737881,29.93
19494,2025-01-13,A1014,InDesign,In Progress,22.22,1,0,91.85391001595127,28.18
19495,2025-01-27,A1017,Acrobat,Remote Support,16.52,1,0,97.85769572182008,29.59
19496,2025-01-16,A1000,Illustrator,In Progress,17.41,0,1,99.13317714549449,40.93
19497,2025-01-13,A1000,InDesign,In Progress,23.23,1,1,91.07268181002095,28.97
19498,2025-01-17,A1013,Illustrator,Remote Support,18.8,0,1,96.44454689086679,40.65
19499,2025-01-28,A1011,Illustrator,In Progress,25.94,1,1,95.52098222507057,11.77
19500,2025-01-20,A1003,Premiere Pro,In Progress,29.27,0,0,94.41521864496002,30.14
19501,2025-01-01,A1021,Acrobat,In Progress,23.08,1,1,93.35679961090646,15.52
19502,2025-01-19,A1008,Acrobat,Shared Self-Help Article,21.93,1,0,90.75121308274466,48.27
19503,2025-01-25,A1019,Premiere Pro,In Progress,13.02,0,1,99.0354163825597,35.41
19504,2025-01-03,A1021,Acrobat,Remote Support,25.16,1,1,93.04114055639582,10.86
19505,2025-01-23,A1027,Illustrator,In Progress,15.7,0,1,99.25981717911688,30.95
19506,2025-01-27,A1005,Photoshop,Shared Self-Help Article,19.33,0,1,93.20396205653995,38.5
19507,2025-01-22,A1023,Acrobat,Shared Self-Help Article,26.22,0,1,91.72615449664335,41.67
19508,2025-01-14,A1026,Acrobat,Remote Support,26.57,1,0,97.17685343496753,35.71
19509,2025-01-02,A1008,Illustrator,Shared Self-Help Article,19.09,1,1,90.26005885765703,13.13
19510,2025-01-22,A1024,InDesign,In Progress,19.38,0,1,99.11225836898119,19.55
19511,2025-01-17,A1000,Illustrator,In Progress,17.92,0,1,97.80549790781981,22.4
19512,2025-01-27,A1022,Illustrator,Remote Support,15.43,1,0,93.27311381290112,19.13
19513,2025-01-27,A1015,Illustrator,Remote Support,18.25,0,1,92.95719158024674,25.33
19514,2025-01-13,A1020,InDesign,In Progress,13.35,0,1,92.24472324015059,25.33
19515,2025-01-14,A1000,Illustrator,In Progress,24.84,0,1,91.23883472929491,35.58
19516,2025-01-18,A1012,Illustrator,Remote Support,23.39,1,0,93.48283544137401,33.95
19517,2025-01-28,A1026,Illustrator,In Progress,24.22,0,0,95.4803530964675,47.86
19518,2025-01-22,A1002,Photoshop,Remote Support,16.65,1,0,95.64522571881488,11.4
19519,2025-01-22,A1004,Acrobat,In Progress,15.44,0,1,90.2904295036146,10.64
19520,2025-01-09,A1001,InDesign,Shared Self-Help Article,21.69,1,1,97.4027576621236,39.16
19521,2025-01-06,A1028,Premiere Pro,Remote Support,21.74,0,1,97.49237701942393,30.42
19522,2025-01-08,A1022,Premiere Pro,Remote Support,20.68,1,1,98.17880237576135,29.9
19523,2025-01-10,A1014,Photoshop,Shared Self-Help Article,19.97,0,0,90.47718339459338,14.05
19524,2025-01-21,A1027,Acrobat,Remote Support,29.97,0,0,93.27446664880583,32.01
19525,2025-01-29,A1005,Premiere Pro,Shared Self-Help Article,23.55,1,1,91.40515083811223,40.78
19526,2025-01-09,A1029,Photoshop,In Progress,31.27,1,1,98.41333314925973,48.34
19527,2025-01-04,A1000,Premiere Pro,In Progress,27.76,1,0,91.85453844790318,17.45
19528,2025-01-23,A1020,Illustrator,Shared Self-Help Article,29.94,1,0,98.44755218444662,20.48
19529,2025-01-18,A1013,InDesign,Shared Self-Help Article,16.05,0,1,96.89024957570693,14.8
19530,2025-01-21,A1010,Illustrator,Shared Self-Help Article,24.39,0,1,98.36598257358787,11.89
19531,2025-01-11,A1018,InDesign,Remote Support,19.26,0,1,91.72754149322493,24.14
19532,2025-01-06,A1007,InDesign,Remote Support,13.1,1,0,92.73993059856602,18.15
19533,2025-01-07,A1019,Photoshop,Shared Self-Help Article,28.9,0,1,98.45775171224354,15.04
19534,2025-01-11,A1013,Premiere Pro,Remote Support,19.95,1,1,97.46353144921628,47.11
19535,2025-01-14,A1024,Photoshop,Shared Self-Help Article,16.14,1,0,98.32988417829539,28.07
19536,2025-01-14,A1004,Premiere Pro,Remote Support,19.35,1,1,91.58687917208401,20.81
19537,2025-01-16,A1001,Illustrator,Remote Support,17.44,1,1,96.38167471906097,35.33
19538,2025-01-18,A1027,InDesign,Shared Self-Help Article,17.95,0,1,90.18729927819926,11.28
19539,2025-01-20,A1021,Acrobat,Shared Self-Help Article,20.31,0,1,92.55350528161901,21.82
19540,2025-01-04,A1011,Premiere Pro,Shared Self-Help Article,30.07,0,1,95.42565300971188,44.67
19541,2025-01-02,A1003,Premiere Pro,In Progress,18.09,0,0,92.33463205440148,46.13
19542,2025-01-13,A1010,Illustrator,In Progress,29.72,0,1,98.98538995450076,48.11
19543,2025-01-01,A1026,Acrobat,Shared Self-Help Article,25.66,1,0,91.60069754132401,32.68
19544,2025-01-04,A1021,InDesign,In Progress,23.4,1,1,90.33292041579192,24.57
19545,2025-01-14,A1005,Acrobat,In Progress,25.16,0,0,90.61331364484278,48.39
19546,2025-01-09,A1017,Premiere Pro,Shared Self-Help Article,21.49,1,1,93.74366113268309,35.23
19547,2025-01-13,A1001,InDesign,In Progress,27.85,1,0,93.38747920373699,48.55
19548,2025-01-16,A1029,InDesign,Shared Self-Help Article,24.25,0,1,91.85326704250112,26.25
19549,2025-01-02,A1010,Premiere Pro,Shared Self-Help Article,13.1,1,1,95.28678628774624,42.52
19550,2025-01-26,A1003,Photoshop,In Progress,22.9,1,0,92.3757432551302,48.18
19551,2025-01-02,A1021,Acrobat,Shared Self-Help Article,25.34,0,1,90.67656677320899,13.85
19552,2025-01-28,A1018,Acrobat,Shared Self-Help Article,19.97,0,0,98.73071355126848,43.37
19553,2025-01-18,A1027,InDesign,Shared Self-Help Article,22.05,0,1,99.87561211049203,26.18
19554,2025-01-03,A1008,Acrobat,In Progress,18.36,0,1,92.3399658417277,48.38
19555,2025-01-13,A1024,InDesign,Remote Support,14.53,0,1,98.5078628156713,19.65
19556,2025-01-02,A1001,InDesign,Remote Support,13.67,0,1,93.5127021494373,42.03
19557,2025-01-01,A1023,Photoshop,Shared Self-Help Article,13.73,0,0,91.24922559837222,37.76
19558,2025-01-24,A1008,Photoshop,Shared Self-Help Article,24.77,1,1,92.384847282713,43.36
19559,2025-01-30,A1017,Acrobat,Remote Support,8.97,0,0,99.6894221003946,33.62
19560,2025-01-29,A1006,Illustrator,Remote Support,18.09,0,1,92.88025917020346,32.69
19561,2025-01-30,A1021,Photoshop,In Progress,17.59,1,0,94.80222635696208,30.5
19562,2025-01-16,A1008,Premiere Pro,Remote Support,20.01,1,0,92.75480227626647,43.54
19563,2025-01-18,A1002,Premiere Pro,In Progress,12.14,0,0,98.67544427142151,43.29
19564,2025-01-14,A1014,Illustrator,Shared Self-Help Article,23.44,0,0,97.3475746598113,29.8
19565,2025-01-13,A1023,Acrobat,In Progress,15.05,0,1,91.32938520326657,24.09
19566,2025-01-19,A1014,Illustrator,In Progress,27.08,1,0,94.76952674911483,41.94
19567,2025-01-16,A1000,InDesign,In Progress,18.31,1,1,99.39287707851742,46.49
19568,2025-01-22,A1011,Photoshop,Shared Self-Help Article,20.94,1,0,96.74627990225167,47.28
19569,2025-01-28,A1006,Photoshop,Shared Self-Help Article,21.44,0,1,93.14332506640937,39.08
19570,2025-01-30,A1003,Illustrator,Shared Self-Help Article,22.64,0,1,93.62843752273703,30.35
19571,2025-01-08,A1010,Acrobat,Remote Support,21.61,1,0,91.06451757415579,16.86
19572,2025-01-20,A1004,Premiere Pro,Remote Support,19.28,0,0,93.08012660871088,26.76
19573,2025-01-20,A1002,Photoshop,In Progress,23.14,1,1,97.6948251292977,45.39
19574,2025-01-02,A1019,Premiere Pro,Remote Support,23.75,0,0,98.96361629186458,19.51
19575,2025-01-23,A1023,Illustrator,In Progress,17.59,1,0,90.10267604283068,14.07
19576,2025-01-01,A1002,Photoshop,Shared Self-Help Article,23.55,1,0,90.43886969475867,15.18
19577,2025-01-13,A1021,Illustrator,Shared Self-Help Article,27.38,1,1,90.24219971001742,44.96
19578,2025-01-10,A1002,Premiere Pro,In Progress,24.95,1,1,97.55301916534619,27.6
19579,2025-01-07,A1027,Premiere Pro,Shared Self-Help Article,26.08,1,1,94.41082308378738,22.57
19580,2025-01-23,A1021,Acrobat,In Progress,22.28,1,0,91.5452568513282,12.3
19581,2025-01-08,A1014,InDesign,Shared Self-Help Article,16.74,0,1,99.62758475882113,27.88
19582,2025-01-13,A1000,Acrobat,In Progress,17.37,0,0,95.93393861239159,32.09
19583,2025-01-28,A1005,Premiere Pro,Remote Support,23.02,0,0,93.46058536590834,20.26
19584,2025-01-28,A1029,Photoshop,In Progress,26.13,0,0,94.086706751475,44.23
19585,2025-01-23,A1009,Illustrator,Remote Support,35.35,1,0,93.57317270344268,30.4
19586,2025-01-17,A1010,Acrobat,In Progress,26.33,0,1,90.39977092265518,19.47
19587,2025-01-17,A1009,Illustrator,Shared Self-Help Article,15.57,0,0,99.80508342522404,15.61
19588,2025-01-22,A1024,Premiere Pro,In Progress,17.58,0,0,95.56461667558207,44.02
19589,2025-01-24,A1019,InDesign,In Progress,32.81,1,1,98.58972351102246,34.99
19590,2025-01-21,A1011,InDesign,Shared Self-Help Article,20.35,0,1,93.33514891302822,26.25
19591,2025-01-20,A1001,Acrobat,Remote Support,21.66,1,0,99.71013689125392,40.05
19592,2025-01-08,A1022,Photoshop,Shared Self-Help Article,16.62,0,1,95.13463670490705,21.37
19593,2025-01-07,A1027,Premiere Pro,Shared Self-Help Article,29.25,0,1,95.70856530445121,30.08
19594,2025-01-31,A1004,InDesign,In Progress,23.92,0,1,98.26488908650424,12.12
19595,2025-01-27,A1008,Illustrator,Shared Self-Help Article,17.55,1,0,96.9184931148863,13.62
19596,2025-01-15,A1015,Photoshop,Shared Self-Help Article,16.45,0,0,98.39229938070577,22.05
